0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-225.15506,55.988503,-105.88393,9.296837,-45.30948,45.28775,-35.029594,-18.789122,-12.068292,-0.22262633,1.6673988,-1.6279113,-3.587173,-5.021905,-18.321154,0.22449735,-14.704724,-6.432867,-6.478871,-8.195195
-374.06796,47.845074,-67.00659,7.5369587,-33.68934,42.25091,-22.717787,-16.83055,-7.8797007,-0.9438919,6.0746064,-5.1027503,-5.595327,-4.4199543,-17.978142,-1.0156584,-6.3443317,-6.6902685,-4.393888,-3.5133648
-216.00847,159.31506,20.583328,13.585966,11.59403,9.96325,4.882105,4.6934237,3.6909604,0.59697604,-0.102126054,-0.8806151,-3.365691,0.3040407,-1.8822064,-0.90589267,-1.8965613,3.6777058,1.818685,4.853919
-277.25797,105.395454,17.61465,15.659821,12.7967615,13.512617,5.3024416,2.567572,2.612945,1.2375199,-0.30944464,0.8703916,-1.6859273,-0.26047394,-3.5242884,-1.385697,-0.62173307,2.5420465,1.7145251,4.581761
-476.29825,10.226869,-141.58145,-37.15297,11.481846,12.229187,-31.360958,28.578548,2.6638231,4.345673,20.462917,-14.103902,0.60515964,8.296845,-1.665861,-3.580888,-8.6770115,-5.9580226,-0.18332441,6.1172757
-236.95676,30.636427,-18.217968,44.288006,11.166231,-1.3038381,-0.20513621,4.3296776,17.801435,6.536629,-21.057625,22.937187,9.449769,-10.139284,11.139386,4.306827,-2.0412645,10.461846,-10.043917,8.778559
-473.4528,3.9150908,1.4650805,15.1824665,7.74339,8.029301,2.4305923,1.0450025,11.904324,5.133198,-5.2326083,5.329696,6.551414,-0.82189745,2.1867292,0.81041336,0.88937914,4.7938237,-3.0942614,1.5716959
-360.67136,-3.8181086,-10.132114,38.876904,13.135602,15.605543,-4.910345,-7.781547,32.911713,9.519436,-27.62448,12.037498,17.834976,-8.406002,3.2671611,-2.02262,-0.78220713,13.980577,-15.232966,2.707106
-240.15918,131.42902,-52.04083,-49.34744,-55.66855,-30.758907,-44.11489,-27.451176,-21.618225,-22.094553,-30.395145,-14.05467,-13.775277,-9.921543,-8.8879385,-7.1222525,-1.8290995,-0.40288997,-6.273455,10.622981
-282.5153,120.21313,37.488728,3.8369946,-11.511623,11.9164295,-6.342006,16.40315,-5.9901214,1.918712,-6.305334,1.4381177,1.1373053,3.448418,-0.2828167,-0.049930677,-4.0956416,-2.5601544,-3.4172058,0.99567187
-148.1177,76.68055,-48.753708,-40.3305,-38.795097,-6.9773273,-30.409084,-34.59999,-22.895742,-22.915476,-20.083961,-16.421104,-22.544859,-10.034641,-11.084049,-5.130363,-12.832335,-10.041014,-8.864979,1.6454245
-161.35422,119.379,-26.513979,-15.21902,-5.033297,26.781204,-7.6200204,3.5962665,3.9929261,7.088633,-3.3455164,3.9358764,-2.963875,5.218836,-5.3406544,4.6315894,-2.944786,-5.346212,-6.5800533,0.90860635
-282.0501,102.53012,-60.399815,-53.05586,-27.72911,-24.150545,-41.960888,-24.445126,-24.577812,-18.341635,-23.482058,-20.576818,-14.66883,-7.2781773,-16.608011,-9.396406,-10.406907,-5.3246636,-7.6923423,2.483368
-291.289,99.41928,-42.165886,-42.068233,-30.20371,-23.168352,-35.160446,-23.797798,-24.952705,-18.798903,-22.500208,-20.404968,-19.772379,-11.748924,-14.182011,-5.8755255,-10.514889,-5.724461,-6.504444,-0.20198123
-263.17422,93.858185,-62.927498,-41.31999,-28.224527,-22.609724,-46.10246,-18.030643,-27.978956,-11.825661,-19.60695,-19.701283,-21.951305,-12.044015,-9.357105,-8.736372,-13.3955555,-5.572872,-3.513938,0.9488679
-267.7692,152.51927,-11.840997,14.355957,32.763046,43.796818,21.01868,15.671776,12.858326,10.106902,9.0228815,8.267388,9.841906,2.6493423,1.3120501,5.1588473,-0.3539994,0.73425156,6.3972178,0.54713815
-170.84277,87.16299,-70.76958,13.31276,15.081578,32.02683,-1.7399668,28.911514,12.24958,16.000143,22.652086,6.7254977,-2.7019207,16.073141,2.0184603,7.4345374,-2.1182086,-3.7246168,-7.1726155,1.0539752
-320.1179,141.9856,-47.597942,-60.5068,-36.37076,-26.38951,-18.99309,-10.43329,-19.037218,3.4863794,12.21258,9.417619,4.709337,10.914488,2.1753492,-9.20309,-7.279118,-2.2942414,-9.488714,-5.2261596
-359.20392,1.3458501,-13.776053,-21.316626,-13.343636,14.125836,-6.8965077,0.5227124,7.5555687,0.13710888,-2.8106642,5.2166657,-1.7320114,7.3669443,-10.582268,4.725328,-2.4437225,0.40608716,2.5831954,5.41567
-673.551,-18.634161,-37.64812,22.881767,-88.31616,-20.207628,23.833763,45.418682,21.645754,-11.785103,3.2457874,-19.95949,-32.384243,6.977723,39.84219,-3.8015223,11.690171,10.883069,-32.68109,-5.8105474
-332.57834,120.002655,-23.18892,19.744108,32.0132,21.75529,6.146879,23.030378,11.88064,20.178179,8.334533,1.5000578,5.487943,9.904394,5.7653313,8.82006,5.2257776,4.7981105,0.15463468,3.522371
-198.10344,146.5909,-3.1633544,-11.188409,-6.2090783,3.1299484,-9.15103,1.9079537,-1.1208069,2.9833791,-0.18601944,6.4843574,4.315351,5.409395,7.5487757,17.217916,14.148204,5.182813,1.0187646,5.954122
-353.4592,103.4069,-5.5714,-18.672813,-4.642252,-1.0437886,-12.691402,-0.30279526,-4.5439787,7.557383,5.2281594,4.1038046,11.137207,14.2053995,6.3850684,-3.7191913,-5.18301,0.018743357,-4.2811484,-1.7800986
-198.10344,146.5909,-3.1633544,-11.188409,-6.2090783,3.1299484,-9.15103,1.9079537,-1.1208069,2.9833791,-0.18601944,6.4843574,4.315351,5.409395,7.5487757,17.217916,14.148204,5.182813,1.0187646,5.954122
-492.59497,29.133402,2.2984896,-4.4889126,-4.087766,3.5041487,-0.96913767,2.116102,2.620718,2.7720094,3.047598,-0.069917,2.664111,1.1006063,0.7431519,1.1602113,-1.0739803,1.8724942,0.086009175,1.2177116
-403.75977,27.66102,-6.8753233,-3.0404103,-6.164819,-0.57497185,-1.87307,0.9944613,-0.6604541,0.6122008,1.0605286,0.97100574,-1.2757754,-0.1716977,1.3358796,4.417817,2.4631312,1.1708984,-0.07654253,0.9127864
-362.53143,159.80968,15.854585,-30.08773,-23.106285,-6.039635,-7.549554,-2.1117404,-10.817037,-1.2420219,1.2064323,2.7756064,0.9668778,-3.055145,4.937983,12.185757,11.808254,3.1374664,-0.09753107,0.45693412
-354.92847,149.6883,13.403089,-29.104841,-21.493391,-2.6751387,-4.718948,0.629252,-3.8182588,-2.3659766,-0.8751267,-0.8561443,1.322117,0.05080769,8.018475,12.618268,2.086942,-2.6419241,-2.4073787,1.1506253
-575.51416,-124.83643,-24.724455,73.226746,-40.842655,36.806747,-54.258453,47.77466,-25.062906,12.790602,11.426527,-33.02475,16.488735,14.011486,3.1055937,-37.837563,24.237072,16.92335,-11.494075,-24.943733
-459.32104,-97.667206,-76.29179,97.047615,-30.243929,4.0323653,-9.864611,3.6101108,0.8340618,9.185512,-4.825861,-13.918077,13.947961,-3.071542,-0.5016301,4.5938764,-4.237656,-2.4774814,1.7760934,0.17552193
-322.3144,-31.164497,-28.145418,59.58046,-6.7221026,16.26357,-14.6563835,4.676993,11.170483,6.0304737,-16.763145,0.6949797,5.1572876,-5.0690556,-3.3720653,-7.82901,0.5492261,7.159712,-11.524721,0.80280226
-457.33615,57.327934,-37.7467,45.78107,-2.3651986,1.7462633,-1.5644636,3.7270875,0.38385788,4.3345037,-3.0907972,1.366229,2.0993898,1.5637556,-7.8932223,1.364013,-2.3627439,-1.9648567,-1.8860817,3.7351794
-327.02286,65.15598,4.6001706,59.54221,-32.413063,10.049564,-3.339453,-2.8055465,-5.007782,8.042676,1.6162372,0.83487517,6.9494977,4.093124,-3.6320329,4.1499653,0.19787075,-1.8820779,0.22760598,1.7976577
-405.99765,103.64291,-2.8669722,43.184994,-38.333187,3.360142,6.476246,-30.121044,-9.501508,4.4316297,-0.23180291,6.9888,5.036112,5.229023,-0.35757694,1.9912448,-2.750723,-8.971818,-4.6821117,-4.7819104
-79.05172,56.565357,2.349219,25.166088,-25.25679,14.523399,-6.884709,-3.8305578,-4.685749,-3.2931323,-6.0823407,-6.8352966,-5.5371523,-5.0501685,-5.7292075,-3.4673276,-5.4670825,-4.1004148,-6.972327,0.91965204
-198.34894,104.636345,4.2866507,4.1922584,1.0765687,1.866401,2.546152,-3.6981838,0.54721946,1.3151835,-4.373414,-0.5897739,-4.6404505,7.111798,-2.3353877,5.001455,-1.2319365,2.92374,-0.70813674,1.6683276
-212.39153,105.51222,5.6600003,11.393396,0.855838,5.8217416,0.6940628,0.48808798,0.9244136,0.013500531,-1.9392422,0.69907105,-4.316913,1.5250739,-4.168248,2.2770405,-3.1029902,2.6782725,-2.9919374,1.0213133
-208.91815,104.40668,9.937462,11.772748,1.0110372,4.6371675,-0.25240275,-1.1499383,1.0160636,-1.4857805,-3.5734315,-0.67543,-3.8632429,4.2435985,-3.5904143,3.7278087,-3.585288,4.712792,-0.44168746,1.4978949
-186.36943,110.57002,1.55655,8.896645,0.42575264,7.5967894,0.84942174,2.324829,-0.64572215,2.5737102,-0.13362446,1.9190259,-2.2472107,4.9415092,-2.9552455,3.9333134,-3.426882,3.46645,-2.3231401,1.3395203
-211.29466,93.81823,5.058441,6.980548,0.5541671,-0.121668,0.71109635,-2.9049883,1.4022187,-0.16410272,-3.731105,1.1150382,-2.6836915,6.1133823,-2.8871229,4.092179,-0.7015178,5.106429,0.44505143,1.1626779
-202.48291,92.980255,8.628561,3.1063962,-1.7602918,7.1051645,1.9322526,3.6137435,2.386571,1.8764147,0.036578212,3.1388397,-0.9140981,5.6313844,-2.176855,4.3196964,-2.7470968,4.093772,-2.0063524,2.1027403
-235.12012,76.18051,12.823498,6.38247,0.8364488,3.3769574,1.7206178,-0.85570407,3.1198606,2.523237,-1.6655197,4.681583,-0.33800098,8.786103,-1.7522691,6.4439516,-0.82535297,2.3031852,-0.9221418,1.910554
