0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1.8513412e-06,1.125981e-05,1.77284e-05,3.1099164e-05,3.11468e-05,7.101412e-05,0.00035458192,0.00023533968,0.00018146701,6.733605e-05,5.126555e-05,0.00010034861,0.00012047367,0.00012648513,0.00021100033,0.0006831122,0.00044232706,0.00026228212,0.0009161159,0.0020410481,0.006684474,0.021207424,0.016929902,0.024759065,0.112255305,0.42395893,0.1768006,0.27623314,0.37839094,0.7758592,2.3153172,2.7731962,3.7491078,1.1345713,0.7374499,0.95195234,0.53370064,0.35511544,1.1700883,2.5288143,0.94324225,1.2893931,0.6684363,0.37284026,0.118142374,0.093533725,0.10684455,0.08635621,0.18716371,0.46318313,0.25950274,0.11134981,0.108182624,0.2346305,0.18362325,1.1148746,2.6757815,1.9653739,2.310653,0.33500397,0.2571955,0.1579978,0.3318414,0.15607275,0.15151522,0.21521229,0.29493082,0.8597393,0.7599316,1.0452054,0.32517686,0.31520465,0.17571624,0.104593925,0.040682666,0.036778986,0.057147384,0.07099351,0.04008252,0.018318072,0.029822621,0.018150432,0.021318229,0.01237585,0.009471599,0.008146885,0.0015673025,0.0019778595,0.0018996281,0.00080114935,0.00069371215,0.001252374,0.0045759003,0.0028357992,0.0008778143,0.00054739503,0.00031945552,0.00033194857,0.00014779955,0.00013872872,0.00022702065,0.00019552727,0.00023653322,0.00025192896,0.000215939,0.00038019405,0.00026109038,0.00014495457,0.00023990021,0.000116836476,7.649609e-05,9.820539e-05,0.00013115567,0.00047321615,0.0024356863,0.0008885714,0.00038532488,0.0007357432,0.00070128334,0.0009925265,0.00097201107,0.0006679096,0.00060726807,0.00037757045,0.00092663325,0.000794422,0.000115542025,8.439583e-06
9.147279e-06,1.1083373e-05,1.3492441e-05,1.5874168e-05,3.8066675e-05,0.00016044469,0.001543653,0.0064051184,0.02947115,0.06801676,0.08758259,0.0968403,0.22540124,0.25148726,0.13347279,0.08053211,0.056795433,0.06351001,0.06301188,0.049673256,0.046304084,0.05104495,0.084198445,0.079934776,0.09018707,0.16630866,0.26307905,0.23050167,0.095796384,0.09745625,0.08495489,0.0671824,0.0668467,0.06127756,0.07369223,0.07539368,0.0788753,0.08318128,0.1341701,0.104619674,0.07018162,0.06482473,0.094310075,0.06937817,0.063317575,0.045720145,0.047722083,0.054086488,0.05574206,0.051087044,0.05165167,0.04567394,0.03909046,0.044655234,0.04623923,0.04166525,0.031030677,0.037101816,0.06309852,0.07331716,0.07549488,0.09491839,0.048926644,0.05013495,0.07486384,0.047351573,0.08307051,0.113213815,0.088226415,0.23769291,0.16135699,0.40804192,0.9679184,0.64455384,0.23354338,0.18889964,0.25208637,0.22326763,0.19884424,0.38957325,0.97110593,1.6674317,6.844973,7.396665,4.7568665,0.19480276,0.07175243,0.079723075,0.13606952,0.09558893,0.065232486,0.058976784,0.12323629,0.15100111,0.11379639,0.05664815,0.040152866,0.031215696,0.038420748,0.051106222,0.03664222,0.048866767,0.10045408,0.09502916,0.11698103,0.17615537,0.24492876,0.39569357,0.68860096,0.526586,0.18109582,0.03015184,0.0105281165,0.011973745,0.011712464,0.005868737,0.0046139457,0.005265641,0.0073524336,0.008290505,0.009765869,0.0121932905,0.016633332,0.014470018,0.025052832,0.01106538,0.0019236212,0.00013847476
0.26263937,4.683909,8.879566,5.1145606,43.780483,50.82471,15.772827,12.9348,25.236296,35.945316,31.383558,29.034132,11.697132,2.962427,5.6166425,5.4917455,5.43259,5.4725795,1.8033813,2.4367049,1.5277611,2.2097387,1.4659071,0.5921811,1.2620088,1.5962425,1.0764436,1.373765,1.1470904,1.0132921,0.8442253,0.35031435,0.49097756,0.51627684,0.44294426,0.2736773,0.3069126,0.1481597,0.10398803,0.10407643,0.064421766,0.08251091,0.08235375,0.07508593,0.048132394,0.022023162,0.01724681,0.017223226,0.022532225,0.024228394,0.026076367,0.031509314,0.035316244,0.039027896,0.038003333,0.03850212,0.035506774,0.035479415,0.03278051,0.02614318,0.02120958,0.016277326,0.012565784,0.011230707,0.009640783,0.008622717,0.009473685,0.013854652,0.017591847,0.013447513,0.00816725,0.005682794,0.005428707,0.00822228,0.008356293,0.004625342,0.002770338,0.0030236277,0.0034854428,0.0038229153,0.0031695818,0.0018580211,0.0012076127,0.0009642354,0.00076609175,0.00074440514,0.0008525274,0.0010007283,0.0010739065,0.0009124474,0.0007880047,0.0006258897,0.00055152323,0.0004398082,0.00029009455,0.0002078964,0.00015624298,0.00019124516,0.0001568331,0.0001009456,8.818387e-05,7.5747535e-05,7.161835e-05,6.0430106e-05,7.28284e-05,8.066993e-05,6.700165e-05,6.0838927e-05,5.662628e-05,4.085572e-05,3.3046636e-05,3.5907247e-05,3.5115376e-05,3.7904883e-05,3.0886007e-05,2.5564199e-05,2.1103346e-05,2.2763768e-05,2.194573e-05,1.8399234e-05,1.5125406e-05,1.0762016e-05,1.3389707e-05,1.3339368e-05,1.1686149e-05,1.0569372e-05,4.06734e-06,3.5829703e-07
54.92398,75.53524,91.020645,58.16465,30.699095,6.606972,4.145745,4.1190753,2.8504984,2.6713305,2.927289,1.9869295,1.2451842,0.9728633,0.6352113,0.43378085,0.3714647,0.27854863,0.3145046,0.7973629,1.3384157,1.1924139,0.97886604,0.5440425,0.32316422,0.23127352,0.22335519,0.30955985,0.3583444,0.5171822,0.5673722,0.513184,0.40816912,0.21698892,0.18881461,0.1518879,0.17210664,0.43540406,1.1684779,2.3349264,2.3703117,2.8843303,2.9231787,4.257661,4.1680865,3.0456326,4.4186807,7.9736896,10.766349,9.31299,5.1333222,6.2915397,6.610385,3.1237562,3.7055027,4.464232,5.5091124,4.8843513,3.3488622,1.1735705,0.7797897,1.3301398,1.0635619,0.8922184,0.820047,0.36878663,0.4531698,0.6723674,0.5159234,0.13976012,0.11029602,0.075286016,0.084475055,0.09174529,0.05308667,0.0637544,0.08032004,0.07111345,0.044110026,0.050179686,0.10732879,0.0910958,0.07753789,0.2243845,0.19144383,0.17312695,0.27289042,0.2068397,0.16908006,0.16719832,0.09009089,0.08528905,0.09267296,0.09439108,0.19862783,0.16995423,0.17575666,0.1924804,0.16112049,0.3506594,0.21886827,0.25627658,0.18657982,0.31257766,0.2988169,0.2727226,0.1913208,0.15426654,0.13481885,0.14057423,0.17145473,0.13837136,0.09697803,0.07904747,0.051583424,0.036026973,0.03836952,0.029398868,0.024669776,0.015444439,0.0119381705,0.0087808585,0.008120302,0.0059219594,0.005239544,0.0055470983,0.0034992406,0.0003564812
11.136757,2.0879943,2.7369678,1.8539462,0.5089006,0.5185914,0.10655905,0.03490505,0.05617501,0.08210882,0.2070488,0.4576859,0.38022557,0.5286994,1.6556783,0.8889617,1.7590499,1.3627068,0.40541062,0.095225036,0.2618662,1.1372142,1.8209511,1.10434,0.58532035,0.34226304,1.239182,1.708363,1.6045563,0.4658121,0.33913302,0.41415623,0.49431476,0.41363826,0.81988174,1.0597106,0.9521428,0.66871923,1.3152031,1.8962996,1.56616,1.1473687,0.80616736,0.8403577,1.3241427,1.5071694,0.6670771,0.3690519,0.17165565,0.09608485,0.07451666,0.19990389,0.40306813,0.26848328,0.14589581,0.052466825,0.068111114,0.21309356,0.094092384,0.035164222,0.06750272,0.13556565,0.20414768,0.059893925,0.0750976,0.074439965,0.023877785,0.0037594615,0.006835523,0.0061870473,0.014891602,0.015454559,0.00923894,0.0053318897,0.012389894,0.019818667,0.024681333,0.011138002,0.0011449029,0.0018361418,0.0035787877,0.0073649925,0.006761701,0.0019513475,0.0017597462,0.004224965,0.0020023265,0.0016898239,0.0024607568,0.0009052305,0.00022845769,0.0002594314,0.0003118968,0.0003533251,0.00024390755,0.00030081056,0.0003175842,0.00020162293,0.00013856289,9.035145e-05,9.1784226e-05,0.00010297542,0.00012857064,0.00027279134,0.00018025527,0.000147181,0.00030827778,0.00031881293,0.00028397303,0.00025093593,0.00016726271,0.0002131887,0.00029762476,0.0003983434,0.00029108557,0.0004267656,0.00034485103,0.00021555241,0.00013778917,0.00010471377,0.00013114883,0.000114222246,0.00015215107,0.00024838423,0.00021482681,0.00014774493,9.149917e-05,1.0475562e-05
2.2063951,0.7737887,0.5954956,0.18785322,0.073339954,0.08747825,0.037873738,0.02149713,0.013477563,0.02713649,0.04472402,0.067369476,0.05287613,0.13471979,0.418524,0.20631121,0.41632143,0.4156868,0.13006745,0.06540259,0.16846834,0.5937901,0.8365381,0.45045936,0.16410415,0.08260513,0.2999678,0.62978846,0.8604016,0.20511355,0.08117941,0.07501651,0.11022296,0.1393049,0.320812,0.5594078,0.67335457,0.38930467,0.6562125,0.89345896,0.750752,0.35366547,0.09169319,0.041627053,0.07898796,0.20210889,0.20261033,0.09075418,0.058473613,0.22464478,0.5155539,0.6144559,0.44786927,0.34436232,0.3327501,0.0578806,0.06804765,0.3054726,0.32902998,0.24080132,0.20552082,0.107909486,0.035291526,0.017327521,0.032795895,0.02816595,0.008358654,0.003075795,0.0016017309,0.008744669,0.014066617,0.0024025468,0.0010533312,0.0009919223,0.001711444,0.0013295035,0.00071009994,0.0008117505,0.00046117493,0.0004788609,0.00023632849,0.00031316536,0.0005661971,0.00060549163,0.0004231256,0.0008419278,0.00037104313,0.00027593842,0.00020831292,0.00025003427,0.0001420404,7.428204e-05,5.1534993e-05,3.501544e-05,3.2141754e-05,3.3823664e-05,4.182776e-05,4.733586e-05,1.76449e-05,1.427547e-05,8.39965e-06,1.01106925e-05,1.4749194e-05,8.137765e-06,9.075936e-06,7.859531e-06,8.237195e-06,1.0536626e-05,1.9097539e-05,2.4883539e-05,6.136801e-05,4.5770514e-05,3.2245207e-05,1.9836727e-05,2.0438501e-05,3.0459263e-05,3.0391513e-05,1.7958546e-05,1.1085432e-05,9.810611e-06,8.779525e-06,1.6580812e-05,9.15124e-06,9.661302e-06,3.5057343e-05,4.2427142e-05,1.2620859e-05,6.280466e-07
0.001776571,0.0020758798,0.002512069,0.008677877,0.06748581,0.07393158,0.14746487,0.20695373,0.4149011,0.3566313,0.35588658,0.56444174,0.4811151,0.62529725,0.81630623,0.8016763,1.0017904,1.0891387,1.4187676,1.4592302,1.3836029,1.2339057,1.1814376,1.1034766,1.2424401,1.9375218,1.7103963,1.8116794,1.805913,1.5475268,2.6713564,2.0064032,1.9637975,2.234634,1.899095,1.4529544,1.3321166,2.7989192,3.1240778,4.713703,4.28043,4.3338184,3.800596,3.3533144,2.8739698,2.1016269,2.4191544,3.4472575,3.2763903,3.0965326,2.744859,2.6885257,3.020241,3.848799,3.0127275,2.7394898,2.8771117,2.6247408,2.2314243,3.1353424,2.6235728,2.7618124,2.5382848,2.2561095,2.1244876,1.8686761,1.9570463,1.9156098,1.3815392,1.2509081,1.0391628,0.93527937,0.69601405,0.6024837,0.5153327,0.49418452,0.38683483,0.3480775,0.31654534,0.25010565,0.24721499,0.20500448,0.1771657,0.17476055,0.16033858,0.150166,0.14257123,0.15875834,0.16602463,0.15698992,0.147316,0.12443101,0.11672913,0.1025682,0.11378006,0.09916954,0.09570689,0.09647965,0.095601365,0.0992195,0.10321568,0.09599525,0.087680764,0.08888864,0.08736783,0.08205009,0.08626818,0.08872657,0.08688552,0.087619156,0.09174827,0.095533885,0.10572249,0.10031261,0.103363626,0.09229666,0.094218075,0.103820734,0.09858351,0.09372705,0.08746175,0.08559794,0.07778968,0.06827404,0.060154624,0.053437494,0.026204078,0.0021642589
0.051864073,0.029218419,0.022372838,0.052610707,0.122614294,0.32156408,0.5909922,1.0819386,1.3026731,1.7660933,2.049707,2.143002,2.323986,2.8082209,3.7490942,5.3199453,6.134377,5.100005,4.422098,5.2536745,5.565328,6.4737725,7.6347713,8.15417,10.134047,10.480616,11.883838,10.951089,10.855018,11.774215,13.579918,18.56691,21.871815,25.369043,28.969242,28.89014,33.17713,37.036613,36.398346,32.18752,27.891405,29.743385,27.229538,22.338366,15.836345,19.211498,20.635508,18.234707,19.73231,18.902401,19.596403,20.365238,18.944841,19.481241,23.602146,18.033958,15.603631,15.035585,13.701839,12.918648,11.006221,9.490411,9.056074,9.97963,9.251951,8.291582,7.5667973,6.167803,5.864321,5.8549814,5.02619,4.3621974,3.963367,3.0197663,2.4073918,1.9061273,1.5371526,1.412277,1.1931763,0.9384776,0.8167888,0.7532409,0.6549661,0.5315842,0.42865506,0.3958967,0.3102177,0.30177903,0.30460095,0.28003547,0.23171511,0.22079217,0.19796759,0.1951422,0.16603966,0.15551074,0.1504948,0.13711871,0.13482177,0.12672174,0.10529988,0.099152,0.09037291,0.078814566,0.06960815,0.055183057,0.051340397,0.051143665,0.046381816,0.04274078,0.038100872,0.035586566,0.032858297,0.028562943,0.027538372,0.023930565,0.020000387,0.018929565,0.01695291,0.015800066,0.015318663,0.014771522,0.012309917,0.011914914,0.011167773,0.010994864,0.0061324425,0.00040016754
0.13045728,0.0018769688,0.0002673243,0.0011451519,0.0016994538,0.0009902375,0.00093287055,0.0033673556,0.0027605135,0.004717435,0.004144622,0.0036086198,0.011096935,0.019095108,0.016633186,0.03629276,0.18397208,0.70347494,0.71965873,0.5788943,0.40383092,0.45471758,0.40543124,0.39923975,0.13556668,0.17845424,0.31462207,0.3425198,0.41327727,1.4724685,0.64146537,0.19597876,0.11908959,0.21053278,0.2604908,0.17884864,0.34265444,0.2527521,0.85122705,1.7623694,4.643201,4.140472,1.7913833,1.0293429,1.2950209,0.75340325,0.22362083,0.43025395,0.26940474,0.3620094,0.4896888,0.3676676,0.25907505,0.9927217,0.75478214,0.23020929,0.19090843,0.17877968,0.10124081,0.16137479,0.12725465,0.16810067,0.12355118,0.09850144,0.036207955,0.013795764,0.016361034,0.009126585,0.005266249,0.005074679,0.004162534,0.0053842925,0.0018760667,0.0013826122,0.0015256413,0.0024821663,0.002190925,0.005446143,0.0033937378,0.0007745092,0.000525102,0.00019167039,6.818509e-05,5.288122e-05,9.227703e-05,5.623789e-05,8.1082006e-05,0.00015804857,0.00012931913,0.0002224722,0.00015228453,5.172914e-05,4.6615467e-05,9.4633695e-05,9.509316e-05,4.232277e-05,5.046886e-05,9.128967e-05,0.000100257756,0.00031494288,0.00046328883,0.00027734376,6.477802e-05,6.519258e-05,9.594924e-05,7.502984e-05,0.00022646395,0.00026818874,0.00027350674,0.0003973475,0.00043850153,0.00030993245,9.5283816e-05,2.9993782e-05,1.8519337e-05,4.3802356e-05,0.00011863937,0.0001772172,6.516155e-05,2.770194e-05,2.8514776e-05,2.2745886e-05,1.5058201e-05,1.073429e-05,2.046465e-05,2.0617035e-05,7.995718e-06,8.0246014e-07
92.84418,26.263584,4.166905,3.1163647,4.8125486,7.324833,12.360456,14.297691,15.219433,18.204988,14.30389,19.240221,30.638208,30.725975,40.142532,42.82719,36.455776,35.593662,37.144844,40.76464,43.963577,47.13078,51.57735,48.946968,52.7107,57.24786,54.23128,75.714745,82.68558,82.88165,74.67175,66.959854,75.56548,54.433723,50.373123,53.100693,49.962627,44.76378,35.88073,31.73602,27.836084,33.16394,38.328217,37.689583,37.70573,45.905014,47.72961,44.524265,60.586697,73.588005,78.03057,76.49452,81.63404,87.20376,81.989815,77.25807,86.04821,72.16519,70.61046,76.01524,74.02758,66.99088,70.85332,71.488464,70.21314,65.093315,59.083496,50.56735,39.52971,35.802475,32.498936,26.208359,19.537733,16.161459,13.842509,12.656994,9.784509,7.6177197,5.723126,5.187612,4.0723724,3.8646755,3.482983,2.6398547,1.8899199,1.6429746,1.442202,1.3275847,1.1905295,1.3009821,1.3962722,1.1314532,1.059262,1.0775335,1.1414015,0.94459254,0.90082425,0.90144926,0.8987399,0.9255812,0.9667229,0.9254659,0.94476956,0.922736,0.8087664,0.7175068,0.7849494,0.96175563,0.8445025,0.649511,0.5957001,0.5735915,0.6089703,0.59314996,0.5018534,0.46287346,0.4704394,0.3753462,0.3214098,0.34157392,0.31458607,0.25889784,0.23823191,0.20781057,0.21287681,0.16576853,0.087872274,0.0077709407
